en,zh
Swimming can help us to build up physical strength.,游水可以幫我哋鍛煉身體。
to enjoy the view of Victoria Harbour on the observation deck at night,喺觀景台上欣賞維港夜景
The situation between the two of them is a powder keg.,佢兩個之間有啲火藥味。
Last night our neighbor's dog barked the whole night. I can't sleep at all.,尋晚樓下隻狗係噉吠，嘈到瞓唔着。
Let's inquire about this issue.,我哋一齊探討呢個問題。
He owes me money but pretends nothing happened every time we meet.,佢明明仲爭我錢，但見親我都好似冇咗件事咁。
I didn't say that! Don't be putting that on me.,我冇講過！你唔好屈得就屈喎。
He took that job not merely because of money.,佢做嗰份工並唔係單純為咗錢。
He had cheated you several times before and you still trust him, you are so ridiculous.,佢呃過你幾次你都仲信佢，你真係霎戇。
We hired a foreign domestic helper. But mum has cultural difference with her, and thus can hardly communicate.,請左個外傭返嚟，阿媽同佢牛頭唔搭馬嘴，好難溝通。
He's really stupid bitch for not bringing an umbrella even though he knew it would rain today.,明知今日落雨都唔帶遮，佢真係傻閪
He is throwing a tantrum so that I would buy a toy car for him.,佢扭我買架玩具車比佢。
Don't buy me a cake for my birthday. I don't actually like cakes. They are too sweet.,我生日唔使買蛋糕喇，甜耶耶，有乜好食唧。
To use different white balance settings when the light source differs.,喺唔同嘅光源底下要用唔同嘅白平衡設定。
The ship's engine room was on fire. Luckily the fire was put out in time.,架船個機房着火，好彩及時救熄咋。
The band split, and now only the vocalist competes for the music prize.,呢隊樂團解散之後，得返主音單飛角逐歌曲獎。
Do more things beneficial to society.,做多啲對社會有益嘅事。
He's not here right now, you can phone him up later.,佢唔喺處喎，你陣間打嚟啦。
He solved ten difficult cases this year, he's really a great detective.,佢一年破咗十單奇案，真係一位神探
Don't worry! I will give condolence money to your family after you're dead.,放心啦，你死咗之後我一定會送帛金畀你屋企人。
My purse was nicked, but I was lucky that I slipped some cash under my socks.,我俾人偷咗銀包，好彩我喺對鞋入邊攝咗啲錢唧。
The mission of rescue teams is to protect the community in times of need.,救援人員肩負救急扶危嘅使命。
He enraged the emperor so he is beheaded publicly.,佢欺君犯上，所以俾人斬首示眾。
I will drink sometimes.,我間中都會飲吓酒㗎。
I suspect they only reduced the requirements upon accepting a bribe.,我懷疑佢哋收咗錢先咁鬆手。
People are very jealous of his success.,啲人好妒忌佢嘅成就。
If he dares to mess up with me, I'll make a desperate fight with him.,佢夠膽搞我，我就同佢搏命。
They have deep hatred for each other. They never talk to each other.,佢哋兩個好大仇口，從來唔同對方講嘢。
Settle this stuff quickly for me.,你嗱嗱林幫我搞掂呢壇嘢。
Tomorrow is the exam, but I didn't revise before, so I need to burn the midnight oil to do my revision.,聽日就考試，但係之前冇温書，唯有而家開夜車。
There is an iron wire on the top of the mask.,口罩上面有一條鐵線嘅。
Hey, you're doing all these things for nothing.,嚱，你做咁多嘢盞嘥氣㗎咋。
It's not him who was set up. He set me up instead.,佢邊有畀人擺上枱啊？係佢掉返轉頭擺我上枱啊。
She is only an illegitimate daughter of yours. She cannot have a share of our family assets.,佢只係你喺出面生嘅野女，唔可以分身家。
The rent for apartments on the upper floors are more expensive by $1000-$2000.,高層單位租金會貴一兩千蚊。
I dreamed of cumming inside my dream girl's pussy last night.,我琴晚發夢中出咗我女神。
Children who have good upbringing will be well liked.,小朋友家教好，自然多人鍾意。
Eliminate the unqualified candidates before interviewing.,面試前要剔除唔合格嘅考生先。
I'm so worried about your safety; I don't want to lose you.,我好驚你有事啊，我唔想冇咗你啊。
I finally passed my exams.,今次考試終於合格喇！
The term of office of the Chief Executive comes to an end next year.,下年特首嘅任期就屆滿。
He abused his power as a Councillor for personal advantages and was put into jailed for a few years.,呢個人以前做議員嗰陣以權謀私，坐過幾年監。
If you miss one more lesson, you'll fail the course and have to retake it.,你再miss多一堂，就肥佬等retake㗎喇。
Regardless of his integrity, no one from this company tops him in terms of ability.,姑勿論佢人品好壞，論工作能力成間公司無人比得上佢。
Let's go to the supermarket and buy some daily necessities.,我哋去超級市場買啲日用品。
My father does business overseas and seldom returns to Hong Kong.,我爸爸喺外國經商，好少返香港嘅。
These lifts frequently skip floors. I would rather take the stairs.,呢幾部𨋢成日飛𨋢，行樓梯好過。
This apartment is both spacious and of practical use.,呢間屋既寬敞，又實用。
This restaurant serve customers with pocket-sized small rice bowl.,呢間酒家用啲飯碗好袖珍。
Excuse me, where is classroom 303?,唔好意思啊，303號課室喺邊㗎？
Every family has made their house clean and tidy.,過年之前，家家户户都打掃得好乾淨。
Our company has always been the leader in the insurance industry since establishment.,我哋公司自成立以來一直稱霸保險業。
There are many colors for gel pens.,啫喱筆有好多唔同顏色。
The book went out of print many years ago.,本書絕咗版好多年喇。
Tone-deaf people don't even notice that they go off-key.,音癡佢哋連自己走音都察覺唔到。
He rose to the current position by flattering the boss.,佢全靠巴結上司先至升到而家呢個位咋。
I want to live the rest of my life with my lover most.,我最想同心愛嘅人過埋下半世。
That actress has a long-lasting beauty, she keeps shining through out all those years.,呢個女演員幾襟睇，出道多年仲係咁靚。
The Hang Seng Index is racing towards 15,000.,恒生指數直逼一萬五千點。
He is already the best among them.,佢已經係呢班人之中最好架喇。
He must face the challenges of reality.,佢必須面對現實嘅挑戰。
Sometimes I'd return to my primary school to bring back my childhood memories.,得閒我會返去我間小學，回憶下細個嘅生活。
What I'm saying is: all of you are rubbish.,我話在座各位都係垃圾。
You are carrying a lot of things! Come take a seat.,乜你一抽二褦噉呀？快啲入嚟坐。
We have little time left. Let's rush to take the taxi.,時間緊迫，搭的士啦。
I don't even know a single question in today's exam. I must fail the test!,今日考試一題都唔識，實仆直喇！
Never can he be trusted!,佢會靠得住啊，豬乸都會上樹啦！
Do you hear some weird sound?,你聽唔聽到有啲古怪嘅聲音？
Please report yourselves by calling out numbers, starting from number one on the right hand side.,請大家報數，由右邊開始係一號。
The child is too fat. He should not eat outside regular meals.,呢個細路仔太肥喇。除咗正餐，唔應該再食嘢。
This area is most suitable for growing wheat.,呢一帶最適宜種小麥。
If you tried out a primitive life without mobile phones and television, then you would realize how convenient our life is nowadays.,如果你去體驗下冇電話、電視嘅原始生活，就知而家生活有幾方便。
Will I get downgraded upon appeal?,上訴完會唔會跌grade？
I realise that the $100 banknote is fake only after careful observation!,我睇真啲先發覺張一百蚊紙係假嘅！
Give me a couple months and I shall find enough cash to pay my debt.,你俾幾個月時間我，我一定揾到錢還返俾你。
There are many catfish in the pool.,呢個池塘入面有好多塘虱。
If you are in great pain, I suggest you see a doctor.,如果痛得犀利嘅話，我建議你睇睇醫生喇。
He does not know which faculty we are in/stand for.,佢唔知我哋係邊個學院。
Let's have fun together. Don't be so aloof.,唔好咁摺啦，一齊玩啦。
Several dates have been marked.,mark低咗十幾個日期。
This thing is quite heavy.,呢架嘢都有返咁上下重量㗎。
You have spent two whole nights on this. Quickly go home!,你捱咗兩晚通宵喇，快啲返屋企啦！
The old wound on my waist has not yet healed. Once I bend down it hurts.,我條腰舊患仲未好，一烏低身就痛。
She watches Japanese dramas everyday. Over time, she no longer needs the subtitles.,佢日日煲日劇，日子有功，佢唔使睇字幕。
She is very good at math.,佢計數計得好犀利 。
After an epidemic of more than two years, many countries in the world have started to open the borders again.,經歷完兩年幾嘅疫情，全世界好多國家都陸續開關。
